항목ID,항목코드,항목코드명,,,
B_04_007#1,5,라디오,,,
B_04_007#1,6,DMB,,,
B_04_007#1,7,PC,,,
B_04_007#1,8,모바일기기,,,
B_04_007#1,9,신문,,,
B_04_007#1,10,잡지,,,
B_04_007#1,99,없음,,,
B_04_007#2,1,지상파채널,,,
B_04_007#2,2,종합편성채널,,,
B_04_007#2,3,케이블채널,,,
B_04_007#2,4,VOD,,,
B_04_007#2,5,라디오,,,
B_04_007#2,6,DMB,,,
B_04_007#2,7,PC,,,
B_04_007#2,8,모바일기기,,,
B_04_007#2,9,신문,,,
B_04_007#2,10,잡지,,,
B_04_007#2,99,없음,,,
B_04_007#3,1,지상파채널,,,
B_04_007#3,2,종합편성채널,,,
B_04_007#3,3,케이블채널,,,
B_04_007#3,4,VOD,,,
B_04_007#3,5,라디오,,,
B_04_007#3,6,DMB,,,
B_04_007#3,7,PC,,,
B_04_007#3,8,모바일기기,,,
B_04_007#3,9,신문,,,
B_04_007#3,10,잡지,,,
B_04_007#3,99,없음,,,
B_04_007#4,1,지상파채널,,,
B_04_007#4,2,종합편성채널,,,
B_04_007#4,3,케이블채널,,,
B_04_007#4,4,VOD,,,
B_04_007#4,5,라디오,,,
B_04_007#4,6,DMB,,,
B_04_007#4,7,PC,,,
B_04_007#4,8,모바일기기,,,
B_04_007#4,9,신문,,,
B_04_007#4,10,잡지,,,
B_04_007#4,99,없음,,,
B_04_007#5,1,지상파채널,,,
B_04_007#5,2,종합편성채널,,,
B_04_007#5,3,케이블채널,,,
B_04_007#5,4,VOD,,,
B_04_007#5,5,라디오,,,
B_04_007#5,6,DMB,,,
B_04_007#5,7,PC,,,
B_04_007#5,8,모바일기기,,,
B_04_007#5,9,신문,,,
B_04_007#5,10,잡지,,,
B_04_007#5,99,없음,,,
B_04_007#6,1,지상파채널,,,
B_04_007#6,2,종합편성채널,,,
B_04_007#6,3,케이블채널,,,
B_04_007#6,4,VOD,,,
B_04_007#6,5,라디오,,,
B_04_007#6,6,DMB,,,
B_04_007#6,7,PC,,,
B_04_007#6,8,모바일기기,,,
B_04_007#6,9,신문,,,
B_04_007#6,10,잡지,,,
B_04_007#6,99,없음,,,
B_04_007#7,1,지상파채널,,,
B_04_007#7,2,종합편성채널,,,
B_04_007#7,3,케이블채널,,,
B_04_007#7,4,VOD,,,
B_04_007#7,5,라디오,,,
B_04_007#7,6,DMB,,,
B_04_007#7,7,PC,,,
B_04_007#7,8,모바일기기,,,
B_04_007#7,9,신문,,,
B_04_007#7,10,잡지,,,
B_04_007#7,99,없음,,,
B_04_007#8,1,지상파채널,,,
B_04_007#8,2,종합편성채널,,,
B_04_007#8,3,케이블채널,,,
B_04_007#8,4,VOD,,,
B_04_007#8,5,라디오,,,
B_04_007#8,6,DMB,,,
B_04_007#8,7,PC,,,
B_04_007#8,8,모바일기기,,,
B_04_007#8,9,신문,,,
B_04_007#8,10,잡지,,,
B_04_007#8,99,없음,,,
B_04_007#9,1,지상파채널,,,
B_04_007#9,2,종합편성채널,,,
B_04_007#9,3,케이블채널,,,
B_04_007#9,4,VOD,,,
B_04_007#9,5,라디오,,,
B_04_007#9,6,DMB,,,
B_04_007#9,7,PC,,,
B_04_007#9,8,모바일기기,,,
B_04_007#9,9,신문,,,
B_04_007#9,10,잡지,,,
B_04_007#9,99,없음,,,
B_04_007#10,1,지상파채널,,,
B_04_007#10,2,종합편성채널,,,
B_04_007#10,3,케이블채널,,,
B_04_007#10,4,VOD,,,
B_04_007#10,5,라디오,,,
B_04_007#10,6,DMB,,,
B_04_007#10,7,PC,,,
B_04_007#10,8,모바일기기,,,
B_04_007#10,9,신문,,,
B_04_007#10,10,잡지,,,
B_04_007#10,99,없음,,,
B_04_008#1,1,지상파채널,,,
B_04_008#1,2,종합편성채널,,,
B_04_008#1,3,케이블채널,,,
B_04_008#1,4,VOD,,,
B_04_008#1,5,라디오,,,
B_04_008#1,6,DMB,,,
B_04_008#1,7,PC,,,
B_04_008#1,8,모바일기기,,,
B_04_008#1,9,신문,,,
B_04_008#1,10,잡지,,,
B_04_008#1,99,없음,,,
B_04_008#2,1,지상파채널,,,
B_04_008#2,2,종합편성채널,,,
B_04_008#2,3,케이블채널,,,
B_04_008#2,4,VOD,,,
B_04_008#2,5,라디오,,,
B_04_008#2,6,DMB,,,
B_04_008#2,7,PC,,,
B_04_008#2,8,모바일기기,,,
B_04_008#2,9,신문,,,
B_04_008#2,10,잡지,,,
B_04_008#2,99,없음,,,
B_04_008#3,1,지상파채널,,,
B_04_008#3,2,종합편성채널,,,
B_04_008#3,3,케이블채널,,,
B_04_008#3,4,VOD,,,
B_04_008#3,5,라디오,,,
B_04_008#3,6,DMB,,,
B_04_008#3,7,PC,,,
B_04_008#3,8,모바일기기,,,
B_04_008#3,9,신문,,,
B_04_008#3,10,잡지,,,
B_04_008#3,99,없음,,,
B_04_008#4,1,지상파채널,,,
B_04_008#4,2,종합편성채널,,,
B_04_008#4,3,케이블채널,,,
B_04_008#4,4,VOD,,,
B_04_008#4,5,라디오,,,
B_04_008#4,6,DMB,,,
B_04_008#4,7,PC,,,
B_04_008#4,8,모바일기기,,,
B_04_008#4,9,신문,,,
B_04_008#4,10,잡지,,,
B_04_008#4,99,없음,,,
B_04_008#5,1,지상파채널,,,
B_04_008#5,2,종합편성채널,,,
B_04_008#5,3,케이블채널,,,
B_04_008#5,4,VOD,,,
B_04_008#5,5,라디오,,,
B_04_008#5,6,DMB,,,
B_04_008#5,7,PC,,,
B_04_008#5,8,모바일기기,,,
B_04_008#5,9,신문,,,
B_04_008#5,10,잡지,,,
B_04_008#5,99,없음,,,
B_04_008#6,1,지상파채널,,,
B_04_008#6,2,종합편성채널,,,
B_04_008#6,3,케이블채널,,,
B_04_008#6,4,VOD,,,
B_04_008#6,5,라디오,,,
B_04_008#6,6,DMB,,,
B_04_008#6,7,PC,,,
B_04_008#6,8,모바일기기,,,
B_04_008#6,9,신문,,,
B_04_008#6,10,잡지,,,
B_04_008#6,99,없음,,,
B_04_008#7,1,지상파채널,,,
B_04_008#7,2,종합편성채널,,,
B_04_008#7,3,케이블채널,,,
B_04_008#7,4,VOD,,,
B_04_008#7,5,라디오,,,
B_04_008#7,6,DMB,,,
B_04_008#7,7,PC,,,
B_04_008#7,8,모바일기기,,,
B_04_008#7,9,신문,,,
B_04_008#7,10,잡지,,,
B_04_008#7,99,없음,,,
B_04_008#8,1,지상파채널,,,
B_04_008#8,2,종합편성채널,,,
B_04_008#8,3,케이블채널,,,
B_04_008#8,4,VOD,,,
B_04_008#8,5,라디오,,,
B_04_008#8,6,DMB,,,
B_04_008#8,7,PC,,,
B_04_008#8,8,모바일기기,,,
B_04_008#8,9,신문,,,
B_04_008#8,10,잡지,,,
B_04_008#8,99,없음,,,
B_04_008#9,1,지상파채널,,,
B_04_008#9,2,종합편성채널,,,
B_04_008#9,3,케이블채널,,,
B_04_008#9,4,VOD,,,
B_04_008#9,5,라디오,,,
B_04_008#9,6,DMB,,,
B_04_008#9,7,PC,,,
B_04_008#9,8,모바일기기,,,
B_04_008#9,9,신문,,,
B_04_008#9,10,잡지,,,
B_04_008#9,99,없음,,,
B_04_008#10,1,지상파채널,,,
B_04_008#10,2,종합편성채널,,,
B_04_008#10,3,케이블채널,,,
B_04_008#10,4,VOD,,,
B_04_008#10,5,라디오,,,
B_04_008#10,6,DMB,,,
B_04_008#10,7,PC,,,
B_04_008#10,8,모바일기기,,,
B_04_008#10,9,신문,,,
B_04_008#10,10,잡지,,,
B_04_008#10,99,없음,,,
B_04_009#1,1,지상파채널,,,
B_04_009#1,2,종합편성채널,,,
B_04_009#1,3,케이블채널,,,
B_04_009#1,4,VOD,,,
B_04_009#1,5,라디오,,,
B_04_009#1,6,DMB,,,
B_04_009#1,7,PC,,,
B_04_009#1,8,모바일기기,,,
B_04_009#1,9,신문,,,
B_04_009#1,10,잡지,,,
B_04_009#1,99,없음,,,
B_04_009#2,1,지상파채널,,,
B_04_009#2,2,종합편성채널,,,
B_04_009#2,3,케이블채널,,,
B_04_009#2,4,VOD,,,
B_04_009#2,5,라디오,,,
B_04_009#2,6,DMB,,,
B_04_009#2,7,PC,,,
B_04_009#2,8,모바일기기,,,
B_04_009#2,9,신문,,,
B_04_009#2,10,잡지,,,
B_04_009#2,99,없음,,,
B_04_009#3,1,지상파채널,,,
B_04_009#3,2,종합편성채널,,,
B_04_009#3,3,케이블채널,,,
B_04_009#3,4,VOD,,,
B_04_009#3,5,라디오,,,
B_04_009#3,6,DMB,,,
B_04_009#3,7,PC,,,
B_04_009#3,8,모바일기기,,,
B_04_009#3,9,신문,,,
B_04_009#3,10,잡지,,,
B_04_009#3,99,없음,,,
B_04_009#4,1,지상파채널,,,
B_04_009#4,2,종합편성채널,,,
B_04_009#4,3,케이블채널,,,
B_04_009#4,4,VOD,,,
B_04_009#4,5,라디오,,,
B_04_009#4,6,DMB,,,
B_04_009#4,7,PC,,,
B_04_009#4,8,모바일기기,,,
B_04_009#4,9,신문,,,
B_04_009#4,10,잡지,,,
B_04_009#4,99,없음,,,
B_04_009#5,1,지상파채널,,,
B_04_009#5,2,종합편성채널,,,
B_04_009#5,3,케이블채널,,,
B_04_009#5,4,VOD,,,
B_04_009#5,5,라디오,,,
B_04_009#5,6,DMB,,,
B_04_009#5,7,PC,,,
B_04_009#5,8,모바일기기,,,
B_04_009#5,9,신문,,,
B_04_009#5,10,잡지,,,
B_04_009#5,99,없음,,,
B_04_009#6,1,지상파채널,,,
B_04_009#6,2,종합편성채널,,,
B_04_009#6,3,케이블채널,,,
B_04_009#6,4,VOD,,,
B_04_009#6,5,라디오,,,
B_04_009#6,6,DMB,,,
B_04_009#6,7,PC,,,
B_04_009#6,8,모바일기기,,,
B_04_009#6,9,신문,,,
B_04_009#6,10,잡지,,,
B_04_009#6,99,없음,,,
B_04_009#7,1,지상파채널,,,
B_04_009#7,2,종합편성채널,,,
B_04_009#7,3,케이블채널,,,
B_04_009#7,4,VOD,,,
B_04_009#7,5,라디오,,,
B_04_009#7,6,DMB,,,
B_04_009#7,7,PC,,,
B_04_009#7,8,모바일기기,,,
B_04_009#7,9,신문,,,
B_04_009#7,10,잡지,,,
B_04_009#7,99,없음,,,
B_04_009#8,1,지상파채널,,,
B_04_009#8,2,종합편성채널,,,
B_04_009#8,3,케이블채널,,,
B_04_009#8,4,VOD,,,
B_04_009#8,5,라디오,,,
B_04_009#8,6,DMB,,,
B_04_009#8,7,PC,,,
B_04_009#8,8,모바일기기,,,
B_04_009#8,9,신문,,,
B_04_009#8,10,잡지,,,
B_04_009#8,99,없음,,,
B_04_009#9,1,지상파채널,,,
B_04_009#9,2,종합편성채널,,,
B_04_009#9,3,케이블채널,,,
B_04_009#9,4,VOD,,,
B_04_009#9,5,라디오,,,
B_04_009#9,6,DMB,,,
B_04_009#9,7,PC,,,
B_04_009#9,8,모바일기기,,,
B_04_009#9,9,신문,,,
B_04_009#9,10,잡지,,,
B_04_009#9,99,없음,,,
B_04_009#10,1,지상파채널,,,
B_04_009#10,2,종합편성채널,,,
B_04_009#10,3,케이블채널,,,
B_04_009#10,4,VOD,,,
B_04_009#10,5,라디오,,,
B_04_009#10,6,DMB,,,
B_04_009#10,7,PC,,,
B_04_009#10,8,모바일기기,,,
B_04_009#10,9,신문,,,
B_04_009#10,10,잡지,,,
B_04_009#10,99,없음,,,
B_04_010#1,1,지상파채널,,,
B_04_010#1,2,종합편성채널,,,
B_04_010#1,3,케이블채널,,,
B_04_010#1,4,VOD,,,
B_04_010#1,5,라디오,,,
B_04_010#1,6,DMB,,,
B_04_010#1,7,PC,,,
B_04_010#1,8,모바일기기,,,
B_04_010#1,9,신문,,,
B_04_010#1,10,잡지,,,
B_04_010#1,99,없음,,,
B_04_010#2,1,지상파채널,,,
B_04_010#2,2,종합편성채널,,,
B_04_010#2,3,케이블채널,,,
B_04_010#2,4,VOD,,,
B_04_010#2,5,라디오,,,
B_04_010#2,6,DMB,,,
B_04_010#2,7,PC,,,
B_04_010#2,8,모바일기기,,,
B_04_010#2,9,신문,,,
B_04_010#2,10,잡지,,,
B_04_010#2,99,없음,,,
B_04_010#3,1,지상파채널,,,
B_04_010#3,2,종합편성채널,,,
B_04_010#3,3,케이블채널,,,
B_04_010#3,4,VOD,,,
B_04_010#3,5,라디오,,,
B_04_010#3,6,DMB,,,
B_04_010#3,7,PC,,,
B_04_010#3,8,모바일기기,,,
B_04_010#3,9,신문,,,
B_04_010#3,10,잡지,,,
B_04_010#3,99,없음,,,
B_04_010#4,1,지상파채널,,,
B_04_010#4,2,종합편성채널,,,
B_04_010#4,3,케이블채널,,,
B_04_010#4,4,VOD,,,
B_04_010#4,5,라디오,,,
B_04_010#4,6,DMB,,,
B_04_010#4,7,PC,,,
B_04_010#4,8,모바일기기,,,
B_04_010#4,9,신문,,,
B_04_010#4,10,잡지,,,
B_04_010#4,99,없음,,,
B_04_010#5,1,지상파채널,,,
B_04_010#5,2,종합편성채널,,,
B_04_010#5,3,케이블채널,,,
B_04_010#5,4,VOD,,,
B_04_010#5,5,라디오,,,
B_04_010#5,6,DMB,,,
B_04_010#5,7,PC,,,
B_04_010#5,8,모바일기기,,,
B_04_010#5,9,신문,,,
B_04_010#5,10,잡지,,,
B_04_010#5,99,없음,,,
B_04_010#6,1,지상파채널,,,
B_04_010#6,2,종합편성채널,,,
B_04_010#6,3,케이블채널,,,
B_04_010#6,4,VOD,,,
B_04_010#6,5,라디오,,,
B_04_010#6,6,DMB,,,
B_04_010#6,7,PC,,,
B_04_010#6,8,모바일기기,,,
B_04_010#6,9,신문,,,
B_04_010#6,10,잡지,,,
B_04_010#6,99,없음,,,
B_04_010#7,1,지상파채널,,,
B_04_010#7,2,종합편성채널,,,
B_04_010#7,3,케이블채널,,,
B_04_010#7,4,VOD,,,
B_04_010#7,5,라디오,,,
B_04_010#7,6,DMB,,,
B_04_010#7,7,PC,,,
B_04_010#7,8,모바일기기,,,
B_04_010#7,9,신문,,,
B_04_010#7,10,잡지,,,
B_04_010#7,99,없음,,,
B_04_010#8,1,지상파채널,,,
B_04_010#8,2,종합편성채널,,,
B_04_010#8,3,케이블채널,,,
B_04_010#8,4,VOD,,,
B_04_010#8,5,라디오,,,
B_04_010#8,6,DMB,,,
B_04_010#8,7,PC,,,
B_04_010#8,8,모바일기기,,,
B_04_010#8,9,신문,,,
B_04_010#8,10,잡지,,,
B_04_010#8,99,없음,,,
B_04_010#9,1,지상파채널,,,
B_04_010#9,2,종합편성채널,,,
B_04_010#9,3,케이블채널,,,
B_04_010#9,4,VOD,,,
B_04_010#9,5,라디오,,,
B_04_010#9,6,DMB,,,
B_04_010#9,7,PC,,,
B_04_010#9,8,모바일기기,,,
B_04_010#9,9,신문,,,
B_04_010#9,10,잡지,,,
B_04_010#9,99,없음,,,
B_04_010#10,1,지상파채널,,,
B_04_010#10,2,종합편성채널,,,
B_04_010#10,3,케이블채널,,,
B_04_010#10,4,VOD,,,
B_04_010#10,5,라디오,,,
B_04_010#10,6,DMB,,,
B_04_010#10,7,PC,,,
B_04_010#10,8,모바일기기,,,
B_04_010#10,9,신문,,,
B_04_010#10,10,잡지,,,
B_04_010#10,99,없음,,,
B_04_011#1,1,지상파채널,,,
B_04_011#1,2,종합편성채널,,,
B_04_011#1,3,케이블채널,,,
B_04_011#1,4,VOD,,,
B_04_011#1,5,라디오,,,
B_04_011#1,6,DMB,,,
B_04_011#1,7,PC,,,
B_04_011#1,8,모바일기기,,,
B_04_011#1,9,신문,,,
B_04_011#1,10,잡지,,,
B_04_011#1,99,없음,,,
B_04_011#2,1,지상파채널,,,
B_04_011#2,2,종합편성채널,,,
B_04_011#2,3,케이블채널,,,
B_04_011#2,4,VOD,,,
B_04_011#2,5,라디오,,,
B_04_011#2,6,DMB,,,
B_04_011#2,7,PC,,,
B_04_011#2,8,모바일기기,,,
B_04_011#2,9,신문,,,
B_04_011#2,10,잡지,,,
B_04_011#2,99,없음,,,
B_04_011#3,1,지상파채널,,,
B_04_011#3,2,종합편성채널,,,
B_04_011#3,3,케이블채널,,,
B_04_011#3,4,VOD,,,
B_04_011#3,5,라디오,,,
B_04_011#3,6,DMB,,,
B_04_011#3,7,PC,,,
B_04_011#3,8,모바일기기,,,
B_04_011#3,9,신문,,,
B_04_011#3,10,잡지,,,
B_04_011#3,99,없음,,,
B_04_011#4,1,지상파채널,,,
B_04_011#4,2,종합편성채널,,,
B_04_011#4,3,케이블채널,,,
B_04_011#4,4,VOD,,,
B_04_011#4,5,라디오,,,
B_04_011#4,6,DMB,,,
B_04_011#4,7,PC,,,
B_04_011#4,8,모바일기기,,,
B_04_011#4,9,신문,,,
B_04_011#4,10,잡지,,,
B_04_011#4,99,없음,,,
B_04_011#5,1,지상파채널,,,
B_04_011#5,2,종합편성채널,,,
B_04_011#5,3,케이블채널,,,
B_04_011#5,4,VOD,,,
B_04_011#5,5,라디오,,,
B_04_011#5,6,DMB,,,
B_04_011#5,7,PC,,,
B_04_011#5,8,모바일기기,,,
B_04_011#5,9,신문,,,
B_04_011#5,10,잡지,,,
B_04_011#5,99,없음,,,
B_04_011#6,1,지상파채널,,,
B_04_011#6,2,종합편성채널,,,
B_04_011#6,3,케이블채널,,,
B_04_011#6,4,VOD,,,
B_04_011#6,5,라디오,,,
B_04_011#6,6,DMB,,,
B_04_011#6,7,PC,,,
B_04_011#6,8,모바일기기,,,
B_04_011#6,9,신문,,,
B_04_011#6,10,잡지,,,
B_04_011#6,99,없음,,,
B_04_011#7,1,지상파채널,,,
B_04_011#7,2,종합편성채널,,,
B_04_011#7,3,케이블채널,,,
B_04_011#7,4,VOD,,,
B_04_011#7,5,라디오,,,
B_04_011#7,6,DMB,,,
B_04_011#7,7,PC,,,
B_04_011#7,8,모바일기기,,,
B_04_011#7,9,신문,,,
B_04_011#7,10,잡지,,,
B_04_011#7,99,없음,,,
B_04_011#8,1,지상파채널,,,
B_04_011#8,2,종합편성채널,,,
B_04_011#8,3,케이블채널,,,
B_04_011#8,4,VOD,,,
B_04_011#8,5,라디오,,,
B_04_011#8,6,DMB,,,
B_04_011#8,7,PC,,,
B_04_011#8,8,모바일기기,,,
B_04_011#8,9,신문,,,
B_04_011#8,10,잡지,,,
B_04_011#8,99,없음,,,
B_04_011#9,1,지상파채널,,,
B_04_011#9,2,종합편성채널,,,
B_04_011#9,3,케이블채널,,,
B_04_011#9,4,VOD,,,
B_04_011#9,5,라디오,,,
B_04_011#9,6,DMB,,,
B_04_011#9,7,PC,,,
B_04_011#9,8,모바일기기,,,
B_04_011#9,9,신문,,,
B_04_011#9,10,잡지,,,
B_04_011#9,99,없음,,,
B_04_011#10,1,지상파채널,,,
B_04_011#10,2,종합편성채널,,,
B_04_011#10,3,케이블채널,,,
B_04_011#10,4,VOD,,,
B_04_011#10,5,라디오,,,
B_04_011#10,6,DMB,,,
B_04_011#10,7,PC,,,
B_04_011#10,8,모바일기기,,,
B_04_011#10,9,신문,,,
B_04_011#10,10,잡지,,,
B_04_011#10,99,없음,,,
B_04_012#1,1,지상파채널,,,
B_04_012#1,2,종합편성채널,,,
B_04_012#1,3,케이블채널,,,
B_04_012#1,4,VOD,,,
B_04_012#1,5,라디오,,,
B_04_012#1,6,DMB,,,
B_04_012#1,7,PC,,,
B_04_012#1,8,모바일기기,,,
B_04_012#1,9,신문,,,
B_04_012#1,10,잡지,,,
B_04_012#1,99,없음,,,
B_04_012#2,1,지상파채널,,,
B_04_012#2,2,종합편성채널,,,
B_04_012#2,3,케이블채널,,,
B_04_012#2,4,VOD,,,
B_04_012#2,5,라디오,,,
B_04_012#2,6,DMB,,,
B_04_012#2,7,PC,,,
B_04_012#2,8,모바일기기,,,
B_04_012#2,9,신문,,,
B_04_012#2,10,잡지,,,
B_04_012#2,99,없음,,,
B_04_012#3,1,지상파채널,,,
B_04_012#3,2,종합편성채널,,,
B_04_012#3,3,케이블채널,,,
B_04_012#3,4,VOD,,,
B_04_012#3,5,라디오,,,
B_04_012#3,6,DMB,,,
B_04_012#3,7,PC,,,
B_04_012#3,8,모바일기기,,,
B_04_012#3,9,신문,,,
B_04_012#3,10,잡지,,,
B_04_012#3,99,없음,,,
B_04_012#4,1,지상파채널,,,
B_04_012#4,2,종합편성채널,,,
B_04_012#4,3,케이블채널,,,
B_04_012#4,4,VOD,,,
B_04_012#4,5,라디오,,,
B_04_012#4,6,DMB,,,
B_04_012#4,7,PC,,,
B_04_012#4,8,모바일기기,,,
B_04_012#4,9,신문,,,
B_04_012#4,10,잡지,,,
B_04_012#4,99,없음,,,
B_04_012#5,1,지상파채널,,,
B_04_012#5,2,종합편성채널,,,
B_04_012#5,3,케이블채널,,,
B_04_012#5,4,VOD,,,
B_04_012#5,5,라디오,,,
B_04_012#5,6,DMB,,,
B_04_012#5,7,PC,,,
B_04_012#5,8,모바일기기,,,
B_04_012#5,9,신문,,,
B_04_012#5,10,잡지,,,
B_04_012#5,99,없음,,,
B_04_012#6,1,지상파채널,,,
B_04_012#6,2,종합편성채널,,,
B_04_012#6,3,케이블채널,,,
B_04_012#6,4,VOD,,,
B_04_012#6,5,라디오,,,
B_04_012#6,6,DMB,,,
B_04_012#6,7,PC,,,
B_04_012#6,8,모바일기기,,,
B_04_012#6,9,신문,,,
B_04_012#6,10,잡지,,,
B_04_012#6,99,없음,,,
B_04_012#7,1,지상파채널,,,
B_04_012#7,2,종합편성채널,,,
B_04_012#7,3,케이블채널,,,
B_04_012#7,4,VOD,,,
B_04_012#7,5,라디오,,,
B_04_012#7,6,DMB,,,
B_04_012#7,7,PC,,,
B_04_012#7,8,모바일기기,,,
B_04_012#7,9,신문,,,
B_04_012#7,10,잡지,,,
B_04_012#7,99,없음,,,
B_04_012#8,1,지상파채널,,,
B_04_012#8,2,종합편성채널,,,
B_04_012#8,3,케이블채널,,,
B_04_012#8,4,VOD,,,
B_04_012#8,5,라디오,,,
B_04_012#8,6,DMB,,,
B_04_012#8,7,PC,,,
B_04_012#8,8,모바일기기,,,
B_04_012#8,9,신문,,,
B_04_012#8,10,잡지,,,
B_04_012#8,99,없음,,,
B_04_012#9,1,지상파채널,,,
B_04_012#9,2,종합편성채널,,,
B_04_012#9,3,케이블채널,,,
B_04_012#9,4,VOD,,,
B_04_012#9,5,라디오,,,
B_04_012#9,6,DMB,,,
B_04_012#9,7,PC,,,
B_04_012#9,8,모바일기기,,,
B_04_012#9,9,신문,,,
B_04_012#9,10,잡지,,,
B_04_012#9,99,없음,,,
B_04_012#10,1,지상파채널,,,
B_04_012#10,2,종합편성채널,,,
B_04_012#10,3,케이블채널,,,
B_04_012#10,4,VOD,,,
B_04_012#10,5,라디오,,,
B_04_012#10,6,DMB,,,
B_04_012#10,7,PC,,,
B_04_012#10,8,모바일기기,,,
B_04_012#10,9,신문,,,
B_04_012#10,10,잡지,,,
B_04_012#10,99,없음,,,
B_04_013#1,1,지상파채널,,,
B_04_013#1,2,종합편성채널,,,
B_04_013#1,3,케이블채널,,,
B_04_013#1,4,VOD,,,
B_04_013#1,5,라디오,,,
B_04_013#1,6,DMB,,,
B_04_013#1,7,PC,,,
B_04_013#1,8,모바일기기,,,
B_04_013#1,9,신문,,,
B_04_013#1,10,잡지,,,
B_04_013#1,99,없음,,,
B_04_013#2,1,지상파채널,,,
B_04_013#2,2,종합편성채널,,,
B_04_013#2,3,케이블채널,,,
B_04_013#2,4,VOD,,,
B_04_013#2,5,라디오,,,
B_04_013#2,6,DMB,,,
B_04_013#2,7,PC,,,
B_04_013#2,8,모바일기기,,,
B_04_013#2,9,신문,,,
B_04_013#2,10,잡지,,,
B_04_013#2,99,없음,,,
B_04_013#3,1,지상파채널,,,
B_04_013#3,2,종합편성채널,,,
B_04_013#3,3,케이블채널,,,
B_04_013#3,4,VOD,,,
B_04_013#3,5,라디오,,,
B_04_013#3,6,DMB,,,
B_04_013#3,7,PC,,,
B_04_013#3,8,모바일기기,,,
B_04_013#3,9,신문,,,
B_04_013#3,10,잡지,,,
B_04_013#3,99,없음,,,
B_04_013#4,1,지상파채널,,,
B_04_013#4,2,종합편성채널,,,
B_04_013#4,3,케이블채널,,,
B_04_013#4,4,VOD,,,
B_04_013#4,5,라디오,,,
B_04_013#4,6,DMB,,,
B_04_013#4,7,PC,,,
B_04_013#4,8,모바일기기,,,
B_04_013#4,9,신문,,,
B_04_013#4,10,잡지,,,
B_04_013#4,99,없음,,,
B_04_013#5,1,지상파채널,,,
B_04_013#5,2,종합편성채널,,,
B_04_013#5,3,케이블채널,,,
B_04_013#5,4,VOD,,,
B_04_013#5,5,라디오,,,
B_04_013#5,6,DMB,,,
B_04_013#5,7,PC,,,
B_04_013#5,8,모바일기기,,,
B_04_013#5,9,신문,,,
B_04_013#5,10,잡지,,,
B_04_013#5,99,없음,,,
B_04_013#6,1,지상파채널,,,
B_04_013#6,2,종합편성채널,,,
B_04_013#6,3,케이블채널,,,
B_04_013#6,4,VOD,,,
B_04_013#6,5,라디오,,,
B_04_013#6,6,DMB,,,
B_04_013#6,7,PC,,,
B_04_013#6,8,모바일기기,,,
B_04_013#6,9,신문,,,
B_04_013#6,10,잡지,,,
B_04_013#6,99,없음,,,
B_04_013#7,1,지상파채널,,,
B_04_013#7,2,종합편성채널,,,
B_04_013#7,3,케이블채널,,,
B_04_013#7,4,VOD,,,
B_04_013#7,5,라디오,,,
B_04_013#7,6,DMB,,,
B_04_013#7,7,PC,,,
B_04_013#7,8,모바일기기,,,
B_04_013#7,9,신문,,,
B_04_013#7,10,잡지,,,
B_04_013#7,99,없음,,,
B_04_013#8,1,지상파채널,,,
B_04_013#8,2,종합편성채널,,,
B_04_013#8,3,케이블채널,,,
B_04_013#8,4,VOD,,,
B_04_013#8,5,라디오,,,
B_04_013#8,6,DMB,,,
B_04_013#8,7,PC,,,
B_04_013#8,8,모바일기기,,,
B_04_013#8,9,신문,,,
B_04_013#8,10,잡지,,,
B_04_013#8,99,없음,,,
B_04_013#9,1,지상파채널,,,
B_04_013#9,2,종합편성채널,,,
B_04_013#9,3,케이블채널,,,
B_04_013#9,4,VOD,,,
B_04_013#9,5,라디오,,,
B_04_013#9,6,DMB,,,
B_04_013#9,7,PC,,,
B_04_013#9,8,모바일기기,,,
B_04_013#9,9,신문,,,
B_04_013#9,10,잡지,,,
B_04_013#9,99,없음,,,
B_04_013#10,1,지상파채널,,,
B_04_013#10,2,종합편성채널,,,
B_04_013#10,3,케이블채널,,,
B_04_013#10,4,VOD,,,
B_04_013#10,5,라디오,,,
B_04_013#10,6,DMB,,,
B_04_013#10,7,PC,,,
B_04_013#10,8,모바일기기,,,
B_04_013#10,9,신문,,,
B_04_013#10,10,잡지,,,
B_04_013#10,99,없음,,,
B_04_014#1,1,지상파채널,,,
B_04_014#1,2,종합편성채널,,,
B_04_014#1,3,케이블채널,,,
B_04_014#1,4,VOD,,,
B_04_014#1,5,라디오,,,
B_04_014#1,6,DMB,,,
B_04_014#1,7,PC,,,
B_04_014#1,8,모바일기기,,,
B_04_014#1,9,신문,,,
B_04_014#1,10,잡지,,,
B_04_014#1,99,없음,,,
B_04_014#2,1,지상파채널,,,
B_04_014#2,2,종합편성채널,,,
B_04_014#2,3,케이블채널,,,
B_04_014#2,4,VOD,,,
B_04_014#2,5,라디오,,,
B_04_014#2,6,DMB,,,
B_04_014#2,7,PC,,,
B_04_014#2,8,모바일기기,,,
B_04_014#2,9,신문,,,
B_04_014#2,10,잡지,,,
B_04_014#2,99,없음,,,
B_04_014#3,1,지상파채널,,,
B_04_014#3,2,종합편성채널,,,
B_04_014#3,3,케이블채널,,,
B_04_014#3,4,VOD,,,
B_04_014#3,5,라디오,,,
B_04_014#3,6,DMB,,,
B_04_014#3,7,PC,,,
B_04_014#3,8,모바일기기,,,
B_04_014#3,9,신문,,,
